"Player","Role_Type","Mat","Runs","SR","Avg","B_Wkts","B_Econ","TotalValue","optimal_bid","TotalValue_cr","optimal_bid_cr"
"RR Raje","Batsman",5,20,111.11,20,6,9.02,3170522.73033965,317052.273033965,0.32,0.03
"RR Rossouw","Batsman",22,471,153.92,23.55,0,9.29654545454545,22404344.1410721,2240434.41410721,2.24,0.22
"RR Sarwan","Batsman",4,73,97.33,24.33,0,9.29654545454545,2e+05,20000,0.02,0
"RS Bopara","Batsman",22,531,117.22,31.24,11,8.5,9324361.2998943,932436.12998943,0.93,0.09
"RS Gavaskar","Batsman",1,2,25,2,0,8,2e+05,20000,0.02,0
"RS Sodhi","Batsman",1,4,200,4,0,9.29654545454545,41252285.1386379,4125228.51386379,4.13,0.41
"RT Ponting","Batsman",9,91,71.09,11.38,0,9.29654545454545,2e+05,20000,0.02,0
"RV Gomez","Batsman",9,50,98.04,10,5,8.06,3588256.24785478,358825.624785478,0.36,0.04
"RV Patel","Batsman",7,80,109.59,20,0,7.33,2e+05,20000,0.02,0
"RV Uthappa","Batsman",197,4942,130.6,28.57,0,9.29654545454545,117241665.762516,11724166.5762516,11.72,1.17
"Rahmanullah Gurbaz","Batsman",18,357,133.21,21,0,9.29654545454545,15116287.3644148,1511628.73644148,1.51,0.15
"Ramandeep Singh","Batsman",20,211,156.3,19.18,6,9.45,24233749.3255404,2423374.93255404,2.42,0.24
"Rashid Khan","All rounder",66,576,160.45,13.71,158,7.08,113123027.305755,11312302.7305755,11.31,1.13
"Rasikh Salam","Batsman",6,40,100,8,10,10.62,17406057.7640271,1740605.77640271,1.74,0.17
"Ravi Bishnoi","Bowler",16,45,68.18,5,72,8.22,35091533.2118573,3509153.32118573,3.51,0.35
"S Anirudha","Batsman",12,136,121.43,17,0,9.29654545454545,9258336.9787364,925833.69787364,0.93,0.09
"S Aravind","Bowler",10,59,103.51,19.67,45,8.2,20331641.5189884,2033164.15189884,2.03,0.2
"S Badree","Batsman",5,13,56.52,2.6,11,7.42,2e+05,20000,0.02,0
"S Badrinath","Batsman",65,1438,119.04,31.26,0,9.29654545454545,28255173.208617,2825517.3208617,2.83,0.28
"S Chanderpaul","Batsman",3,25,80.65,8.33,0,9.29654545454545,458480.677529208,45848.0677529208,0.05,0
"S Dhawan","Batsman",221,6736,127,36.22,4,8.25,151164163.425521,15116416.3425521,15.12,1.51
"S Dube","Batsman",75,1844,142.95,30.73,5,10.31,52253600.4794521,5225360.04794521,5.23,0.52
"S Gopal","Bowler",22,180,106.51,15,52,8.17,31532379.4111359,3153237.94111359,3.15,0.32
"S Kaul","Bowler",9,20,55.56,6.67,58,8.63,22993731.3089148,2299373.13089148,2.3,0.23
"S Kaushik","Batsman",1,0,0,0,6,8.74,2e+05,20000,0.02,0
"S Ladda","Batsman",2,0,0,0,5,9.74,2e+05,20000,0.02,0
"S Lamichhane","Batsman",1,0,0,0,13,8.34,2e+05,20000,0.02,0
"S Nadeem","Bowler",20,39,44.83,2.79,48,7.56,13791032.0453712,1379103.20453712,1.38,0.14
"S Narwal","Batsman",4,37,137.04,12.33,5,11.43,25865715.8130206,2586571.58130206,2.59,0.26
"S Rana","Batsman",8,87,110.13,21.75,0,6.75,2e+05,20000,0.02,0
"S Randiv","Batsman",1,2,50,2,6,7.69,2e+05,20000,0.02,0
"S Sohal","Batsman",20,368,127.34,20.44,0,9.29654545454545,13951690.2507904,1395169.02507904,1.4,0.14
"S Sreesanth","Bowler",12,34,61.82,11.33,40,8.14,10079786.0553977,1007978.60553977,1.01,0.1
"S Sriram","Batsman",2,31,86.11,15.5,0,16.33,21818428.2130368,2181842.82130368,2.18,0.22
"S Tyagi","Batsman",1,3,75,3,6,8.47,2644259.84416815,264425.984416815,0.26,0.03
"S Vidyut","Batsman",8,145,133.03,18.12,1,11,18903918.9440364,1890391.89440364,1.89,0.19
"SA Abbott","Batsman",3,22,122.22,11,1,11.56,20121717.2191265,2012171.72191265,2.01,0.2
"SA Asnodkar","Batsman",19,423,125.52,23.5,0,9.29654545454545,12284407.2048754,1228440.72048754,1.23,0.12
"SA Yadav","Batsman",151,4292,148.56,36.07,0,8,97012561.9135591,9701256.19135591,9.7,0.97
"SB Bangar","Batsman",7,49,84.48,8.17,4,8.76,2641792.9720574,264179.29720574,0.26,0.03
"SB Dubey","Batsman",11,138,164.29,23,0,9.29654545454545,18220414.5978433,1822041.45978433,1.82,0.18
"SB Jakati","Bowler",5,28,96.55,28,47,8.02,11315264.9893741,1131526.49893741,1.13,0.11
"SB Joshi","Batsman",2,6,42.86,3,1,8.95,2e+05,20000,0.02,0
"SB Styris","Batsman",10,131,99.24,18.71,8,7.67,2e+05,20000,0.02,0
"SB Wagh","Batsman",2,2,66.67,1,5,8.06,2e+05,20000,0.02,0
"SC Ganguly","Batsman",56,1343,106.84,25.83,10,7.89,26822323.4439669,2682232.34439669,2.68,0.27
"SD Chitnis","Batsman",8,93,105.68,13.29,2,10,9742699.09648129,974269.909648129,0.97,0.1
"SD Hope","Batsman",9,183,150,26.14,0,9.29654545454545,12292837.2759313,1229283.72759313,1.23,0.12
"SD Lad","Batsman",1,15,115.38,15,0,9.29654545454545,6029205.59424474,602920.559424474,0.6,0.06
"SE Bond","Batsman",1,1,50,1,9,7.23,2e+05,20000,0.02,0
"SE Marsh","Batsman",69,2473,132.53,40.54,0,9.29654545454545,49853055.4332122,4985305.54332122,4.99,0.5
"SE Rutherford","Batsman",20,396,137.5,24.75,1,8.63,12637575.8395901,1263757.58395901,1.26,0.13
"SH Johnson","Batsman",5,8,72.73,1.6,5,10.39,9442233.16742544,944223.316742544,0.94,0.09
"SJ Srivastava","Batsman",4,5,100,5,14,9.38,16685123.9535624,1668512.39535625,1.67,0.17
"SK Raina","All rounder",200,5513,136.97,34.24,25,7.39,135247090.278271,13524709.0278271,13.52,1.35
"SK Rasheed","Batsman",5,71,112.7,14.2,0,9.29654545454545,7134171.3363508,713417.13363508,0.71,0.07
"SK Trivedi","Bowler",14,42,72.41,6,65,7.59,29506963.1923855,2950696.31923855,2.95,0.3
"SK Warne","Bowler",27,197,92.49,11.59,57,7.27,29674520.1475003,2967452.01475003,2.97,0.3
"SL Malinga","Bowler",20,88,88.89,8,170,7.14,90051282.69472,9005128.269472,9.01,0.9
"SM Curran","All rounder",53,986,136,24.65,59,9.74,61911719.7156235,6191171.97156235,6.19,0.62
"SM Harwood","Batsman",2,8,61.54,4,3,7.3,2e+05,20000,0.02,0
"SM Katich","Batsman",11,240,129.73,26.67,0,9.29654545454545,6794222.10200058,679422.210200058,0.68,0.07
"SM Pollock","Batsman",8,147,132.43,18.38,11,6.54,8109207.05070149,810920.705070149,0.81,0.08
"SMSM Senanayake","Batsman",3,10,62.5,10,9,6.53,2e+05,20000,0.02,0
"SN Khan","Batsman",36,578,130.18,22.23,0,18,49494208.3662839,4949420.83662839,4.95,0.49
"SN Thakur","All rounder",39,324,139.66,12.96,108,9.4,82073115.0233569,8207311.50233569,8.21,0.82
"SO Hetmyer","Batsman",78,1486,152.41,29.72,0,9.29654545454545,41198130.2194024,4119813.02194024,4.12,0.41
"SP Fleming","Batsman",10,192,118.52,21.33,0,9.29654545454545,6274481.11656916,627448.111656916,0.63,0.06
"SP Goswami","Batsman",21,292,99.66,15.37,0,9.29654545454545,7325163.42360567,732516.342360567,0.73,0.07
"SP Jackson","Batsman",8,61,107.02,10.17,0,9.29654545454545,8247552.60144077,824755.260144077,0.82,0.08
"SP Narine","All rounder",118,1778,166.64,18.72,192,6.8,157295111.539688,15729511.1539688,15.73,1.57
"SPD Smith","Batsman",93,2461,127.45,35.16,0,15,72516863.5303799,7251686.35303799,7.25,0.73
"SR Tendulkar","Batsman",78,2331,120.09,34.79,0,9.67,48363952.1329085,4836395.21329085,4.84,0.48
"SR Watson","All rounder",141,3864,137.95,31.67,92,7.93,136958054.876827,13695805.4876827,13.7,1.37
"SS Cottrell","Batsman",1,0,0,0,6,8.8,2e+05,20000,0.02,0
"SS Iyer","Batsman",131,3726,133.45,34.5,0,7,76434027.7765357,7643402.77765357,7.64,0.76
"SS Prabhudessai","Batsman",10,126,120,14,0,9.29654545454545,10915138.5621094,1091513.85621094,1.09,0.11
"SS Shaikh","Batsman",1,6,85.71,6,0,9.29654545454545,3438163.56591865,343816.356591865,0.34,0.03
"SS Tiwary","Batsman",73,1489,120.57,31.02,0,9.29654545454545,30140038.3944131,3014003.83944131,3.01,0.3
"ST Jayasuriya","Batsman",30,760,143.67,27.14,13,7.96,25538213.7208779,2553821.37208779,2.55,0.26
"STR Binny","All rounder",66,879,128.89,20.44,22,7.66,32763749.7584409,3276374.97584409,3.28,0.33
"SV Samson","Batsman",171,4696,139.43,31.95,0,9.29654545454545,111558241.141556,11155824.1141556,11.16,1.12
"SW Billings","Batsman",27,497,129.09,19.12,0,9.29654545454545,18604117.075561,1860411.7075561,1.86,0.19
"SW Tait","Bowler",5,23,88.46,7.67,23,8.12,11780910.0002933,1178091.00002933,1.18,0.12
"SZ Mulani","Batsman",1,1,100,1,0,11.4,19277005.7002112,1927700.57002112,1.93,0.19
"Sachin Baby","Batsman",11,142,123.48,15.78,2,4.8,2e+05,20000,0.02,0
"Salman Butt","Batsman",7,192,120,27.43,0,9.29654545454545,1969399.43076342,196939.943076342,0.2,0.02
"Sameer Rizvi","Batsman",9,172,140.98,24.57,0,9.29654545454545,10396065.3983049,1039606.53983049,1.04,0.1
"Sandeep Sharma","Bowler",26,59,79.73,11.8,146,8.05,73608332.1949837,7360833.21949837,7.36,0.74
"Sanvir Singh","Batsman",5,25,119.05,12.5,0,9.29654545454545,9389194.80663265,938919.480663265,0.94,0.09
"Saurav Chauhan","Batsman",3,18,120,6,0,9.29654545454545,14612883.481825,1461288.3481825,1.46,0.15
"Sediqullah Atal","Batsman",1,22,137.5,22,0,9.29654545454545,7740644.04869005,774064.404869005,0.77,0.08
"Shahbaz Ahmed","All rounder",38,544,121.97,19.43,22,9.58,30252272.429263,3025227.2429263,3.03,0.3
"Shahid Afridi","Batsman",9,81,176.09,10.12,9,7.5,29205576.6504555,2920557.66504555,2.92,0.29
"Shakib Al Hasan","All rounder",52,788,124.09,20.74,63,7.44,50467813.0998254,5046781.30998254,5.05,0.5
"Shashank Singh","Batsman",33,773,157.76,42.94,1,10.4,20100717.5992542,2010071.75992542,2.01,0.2
"Shivam Mavi","Bowler",11,51,91.07,5.67,30,8.71,20771468.3818662,2077146.83818662,2.08,0.21
"Shivam Sharma","Batsman",2,5,166.67,5,4,8.68,29894710.3314115,2989471.03314115,2.99,0.3
"Shivam Singh","Batsman",1,2,66.67,2,0,9.29654545454545,427698.39880706,42769.839880706,0.04,0
"Shoaib Ahmed","Batsman",3,1,16.67,0.5,5,8.94,2e+05,20000,0.02,0
"Shoaib Akhtar","Batsman",1,2,28.57,2,5,7.71,2e+05,20000,0.02,0
"Shoaib Malik","Batsman",5,51,110.87,12.75,2,10,10816268.6440069,1081626.86440069,1.08,0.11
"Shubman Gill","Batsman",114,3854,138.93,41,0,9.29654545454545,84320097.5600051,8432009.75600052,8.43,0.84
"Sikandar Raza","Batsman",9,182,133.82,26,3,10.07,11639744.4054167,1163974.44054167,1.16,0.12
"Simarjeet Singh","Batsman",6,10,66.67,3.33,11,10,8098790.60233196,809879.060233196,0.81,0.08
"Sohail Tanvir","Bowler",5,35,125,11.67,22,6.46,14069329.1508349,1406932.91508349,1.41,0.14
"Sumit Kumar","Batsman",3,18,75,9,0,11.4,5478827.75480793,547882.775480793,0.55,0.05
"Sunny Gupta","Batsman",1,0,0,0,0,15.67,3514101.11972222,351410.111972222,0.35,0.04
"Sunny Singh","Batsman",5,43,138.71,10.75,0,9.29654545454545,17430133.0789354,1743013.30789354,1.74,0.17
"Suryansh Shedge","Batsman",3,7,63.64,2.33,0,13.33,13717682.2711514,1371768.22711514,1.37,0.14
"Swapnil Singh","Batsman",9,51,113.33,10.2,7,8.93,12508608.1971048,1250860.81971048,1.25,0.13
"T Banton","Batsman",2,18,90,9,0,9.29654545454545,2737129.60510086,273712.960510086,0.27,0.03
"T Henderson","Batsman",2,11,73.33,11,1,6.67,2e+05,20000,0.02,0
"T Kohler-Cadmore","Batsman",3,48,88.89,16,0,9.29654545454545,2e+05,20000,0.02,0
"T Kohli","Batsman",3,11,57.89,3.67,0,9.29654545454545,2e+05,20000,0.02,0
"T Natarajan","Bowler",2,3,60,1.5,68,8.91,34511911.6555342,3451191.16555342,3.45,0.35
"T Shamsi","Batsman",1,2,50,2,3,9.05,2e+05,20000,0.02,0
"T Stubbs","Batsman",30,705,163.57,47,4,11.5,22717498.9255187,2271749.89255187,2.27,0.23
"T Taibu","Batsman",3,31,119.23,10.33,0,9.29654545454545,11287523.1690455,1128752.31690455,1.13,0.11
"T Thushara","Batsman",4,12,66.67,6,8,7.16,2e+05,20000,0.02,0
"TA Boult","Bowler",23,85,104.94,10.62,143,8.4,82764747.8768264,8276474.78768264,8.28,0.83
"TD Paine","Batsman",2,10,38.46,5,0,9.29654545454545,2e+05,20000,0.02,0
"TG Southee","Bowler",19,120,113.21,10.91,47,8.67,34488219.4554307,3448821.94554307,3.45,0.34
"TH David","Batsman",44,829,171.64,33.16,0,9.29654545454545,29010526.3003842,2901052.63003842,2.9,0.29
"TK Curran","Batsman",10,127,118.69,25.4,13,10.84,14211501.1994244,1421150.11994244,1.42,0.14
"TL Seifert","Batsman",3,26,113.04,8.67,0,9.29654545454545,10502431.8950114,1050243.18950114,1.05,0.11
"TL Suman","Batsman",39,676,117.98,22.53,6,7.88,14882184.2683908,1488218.42683908,1.49,0.15
"TM Dilshan","Batsman",50,1138,113.69,28.45,5,8.1,20095121.7799572,2009512.17799572,2.01,0.2
"TM Head","Batsman",37,1140,170.91,35.62,2,11.69,43871580.0724134,4387158.00724134,4.39,0.44
"TM Srivastava","Batsman",3,8,72.73,8,0,9.29654545454545,2e+05,20000,0.02,0
"TR Birt","Batsman",5,75,131.58,15,0,9.29654545454545,12598793.1169015,1259879.31169015,1.26,0.13
"TS Mills","Batsman",5,8,57.14,2,11,9.85,5530686.85628276,553068.685628276,0.55,0.06
"TU Deshpande","Bowler",8,28,127.27,14,51,9.84,40710746.1638727,4071074.61638727,4.07,0.41
"Tanush Kotian","Batsman",1,24,77.42,24,0,9.29654545454545,2e+05,20000,0.02,0
"Tilak Varma","Batsman",51,1490,144.38,40.27,0,7.64,24573648.3269761,2457364.83269761,2.46,0.25
"U Kaul","Batsman",1,0,0,0,0,9.29654545454545,2e+05,20000,0.02,0
"UA Birla","Batsman",1,7,50,7,0,9.29654545454545,2e+05,20000,0.02,0
"UBT Chand","Batsman",20,300,100.33,15,0,9.29654545454545,8017553.9968642,801755.39968642,0.8,0.08
"UT Khawaja","Batsman",6,127,128.28,25.4,0,9.29654545454545,4644480.39271029,464448.039271029,0.46,0.05
"UT Yadav","All rounder",48,208,103.48,10.95,144,8.51,85902701.6741545,8590270.16741545,8.59,0.86
"Umar Gul","Batsman",4,39,205.26,13,12,8.18,39283505.1022328,3928350.51022328,3.93,0.39
"Umran Malik","Bowler",5,17,113.33,17,29,9.4,20079637.1698972,2007963.71698972,2.01,0.2
"Urvil Patel","Batsman",3,68,212.5,22.67,0,9.29654545454545,32126892.2541251,3212689.22541251,3.21,0.32
"V Kohli","Batsman",259,8652,133.01,39.87,4,8.8,197677327.366625,19767732.7366625,19.77,1.98
"V Nigam","Batsman",8,142,182.05,35.5,11,9.13,19588537.9922049,1958853.79922049,1.96,0.2
"V Pratap Singh","Batsman",1,0,0,0,10,8.71,2e+05,20000,0.02,0
"V Sehwag","Batsman",104,2713,155.92,28.56,6,10.37,79468083.7005795,7946808.37005795,7.95,0.79
"V Shankar","Batsman",63,1227,129.57,26.67,9,8.67,32865230.9293375,3286523.09293375,3.29,0.33
"V Suryavanshi","Batsman",7,252,208.26,36,0,9.29654545454545,24715049.9946449,2471504.99946449,2.47,0.25
"V Viyaskanth","Batsman",1,7,140,7,1,8.6,17981638.5978084,1798163.85978084,1.8,0.18
"VG Arora","Bowler",9,9,37.5,2.25,36,9.55,11715235.7771259,1171523.57771259,1.17,0.12
"VH Zol","Batsman",2,29,111.54,14.5,0,9.29654545454545,5533565.06226868,553356.506226868,0.55,0.06
"VR Aaron","Bowler",12,49,69.01,12.25,44,8.94,17039960.642869,1703996.0642869,1.7,0.17
"VR Iyer","Batsman",56,1462,136.89,29.84,3,10.59,41860349.3690339,4186034.93690339,4.19,0.42
"VRV Singh","Batsman",2,4,133.33,4,12,9.03,25687085.8403777,2568708.58403777,2.57,0.26
"VS Malik","Batsman",2,7,100,7,6,7.64,4585954.27723529,458595.427723529,0.46,0.05
"VS Yeligati","Batsman",1,2,100,2,0,11.8,19945196.455978,1994519.6455978,1.99,0.2
"VVS Laxman","Batsman",20,276,103.76,17.25,0,9.29654545454545,6775612.31303341,677561.231303341,0.68,0.07
"VY Mahesh","Bowler",5,15,55.56,7.5,21,8.83,2715917.16369382,271591.716369382,0.27,0.03
"Vijaykumar Vyshak","Batsman",4,14,116.67,7,17,10.38,25835086.8562899,2583508.68562899,2.58,0.26
"Virat Singh","Batsman",2,15,57.69,7.5,0,9.29654545454545,2e+05,20000,0.02,0
"Vishnu Vinod","Batsman",6,55,98.21,9.17,0,9.29654545454545,6090009.60352481,609000.960352481,0.61,0.06
"Vivrant Sharma","Batsman",1,69,146.81,69,0,12.33,2e+05,20000,0.02,0
"W Jaffer","Batsman",8,130,107.44,18.57,0,9.29654545454545,3443935.69539342,344393.569539342,0.34,0.03
"WA Mota","Batsman",8,56,74.67,11.2,4,8.08,2e+05,20000,0.02,0
"WD Parnell","Bowler",13,65,81.25,6.5,35,7.78,16750068.8307693,1675006.88307693,1.68,0.17
"WG Jacks","Batsman",19,457,151.32,28.56,8,9.57,22672593.3703129,2267259.33703129,2.27,0.23
"WP Saha","Batsman",143,2929,127.57,25.25,0,9.29654545454545,71075563.2164906,7107556.32164906,7.11,0.71
"WPUJC Vaas","Batsman",11,75,104.17,10.71,18,7.55,10858526.4286802,1085852.64286802,1.09,0.11
"Washington Sundar","All rounder",43,510,126.24,16.45,39,7.7,35717263.7961187,3571726.37961187,3.57,0.36
"X Thalaivan Sargunam","Batsman",1,10,58.82,10,0,9.29654545454545,2e+05,20000,0.02,0
"XC Bartlett","Batsman",1,11,73.33,11,2,9.6,2e+05,20000,0.02,0
"Y Gnaneswara Rao","Batsman",1,19,111.76,19,0,7,2e+05,20000,0.02,0
"Y Nagar","Batsman",20,285,110.04,20.36,4,11.36,16098123.3870459,1609812.33870459,1.61,0.16
"Y Prithvi Raj","Batsman",1,0,0,0,1,11.4,2e+05,20000,0.02,0
"Y Venugopal Rao","Batsman",52,980,117.79,23.33,6,9.36,26695507.818689,2669550.7818689,2.67,0.27
"YA Abdulla","Batsman",1,0,0,0,15,8.81,2e+05,20000,0.02,0
"YBK Jaiswal","Batsman",66,2154,152.55,34.74,0,36,148456964.541586,14845696.4541586,14.85,1.48
"YK Pathan","All rounder",153,3210,143.75,30.87,42,7.4,94676253.5148985,9467625.35148985,9.47,0.95
"YS Chahal","Bowler",16,37,43.02,6.17,221,7.96,106506171.37264,10650617.137264,10.65,1.07
"YV Dhull","Batsman",3,16,69.57,5.33,0,9.29654545454545,2e+05,20000,0.02,0
"YV Takawale","Batsman",10,191,107.91,23.88,0,9.29654545454545,885082.366876036,88508.2366876036,0.09,0.01
"Yash Dayal","Bowler",4,4,44.44,1.33,41,9.58,17360549.9511685,1736054.99511685,1.74,0.17
"Yashpal Singh","Batsman",4,47,72.31,11.75,0,9.29654545454545,2e+05,20000,0.02,0
"Younis Khan","Batsman",1,3,42.86,3,0,9.29654545454545,2e+05,20000,0.02,0
"Yudhvir Singh","Batsman",4,22,137.5,5.5,8,11,31107550.6549073,3110755.06549073,3.11,0.31
"Yuvraj Singh","All rounder",126,2742,129.65,25.63,36,7.44,80050007.1289142,8005000.71289142,8.01,0.8
"Z Khan","Bowler",27,116,82.86,8.29,102,7.59,53013291.897363,5301329.1897363,5.3,0.53
"A Nel","Batsman",0,0,106.721436699858,16.2706116642959,1,10.33,6162644.25252505,616264.425252505,0.62,0.06
"AA Kazi","Batsman",0,0,106.721436699858,16.2706116642959,0,10.5,6222657.13425079,622265.713425079,0.62,0.06
"AM Salvi","Batsman",0,0,106.721436699858,16.2706116642959,7,8,1128334.38355949,112833.438355949,0.11,0.01
"Akash Singh","Batsman",0,0,106.721436699858,16.2706116642959,9,9.54,7716367.58788578,771636.758788578,0.77,0.08
"Anand Rajan","Batsman",0,0,106.721436699858,16.2706116642959,8,8.09,1996031.78461153,199603.178461153,0.2,0.02
"Ashwani Kumar","Batsman",0,0,106.721436699858,16.2706116642959,11,11.32,15160748.7455454,1516074.87455454,1.52,0.15
"B Geeves","Batsman",0,0,106.721436699858,16.2706116642959,1,11.38,9909166.54835838,990916.654835838,0.99,0.1
"BW Hilfenhaus","Bowler",0,0,106.721436699858,16.2706116642959,22,7.73,8363446.71434003,836344.671434003,0.84,0.08
"C Ganapathy","Batsman",0,0,106.721436699858,16.2706116642959,0,13,15142948.3148063,1514294.83148063,1.51,0.15
"CJ Dala","Batsman",0,0,106.721436699858,16.2706116642959,0,11.33,9184193.80619524,918419.380619524,0.92,0.09
"CJ Green","Batsman",0,0,106.721436699858,16.2706116642959,0,8.47,2e+05,20000,0.02,0
"D Jansen","Batsman",0,0,106.721436699858,16.2706116642959,1,13.25,16581544.3514139,1658154.43514139,1.66,0.17
"E Malinga","Batsman",0,0,106.721436699858,16.2706116642959,13,8.92,7690403.04931615,769040.304931615,0.77,0.08
"GS Sandhu","Batsman",0,0,106.721436699858,16.2706116642959,1,10.25,5877194.93474727,587719.493474727,0.59,0.06
"Gagandeep Singh","Batsman",0,0,106.721436699858,16.2706116642959,3,10.07,6328067.80685134,632806.780685134,0.63,0.06
"Gurnoor Brar","Batsman",0,0,106.721436699858,16.2706116642959,0,14,18711064.7870286,1871106.47870286,1.87,0.19
"H Sharma","Batsman",0,0,106.721436699858,16.2706116642959,0,11.4,9433961.95925079,943396.195925079,0.94,0.09
"Harsh Dubey","Batsman",0,0,106.721436699858,16.2706116642959,5,9.8,6457810.19645542,645781.019645542,0.65,0.06
"IC Porel","Batsman",0,0,106.721436699858,16.2706116642959,1,9.75,4093136.69863616,409313.669863616,0.41,0.04
"J Little","Batsman",0,0,106.721436699858,16.2706116642959,11,8.92,6597269.21221207,659726.921221207,0.66,0.07
"JW Hastings","Batsman",0,0,106.721436699858,16.2706116642959,3,6.83,2e+05,20000,0.02,0
"Jalaj S Saxena","Batsman",0,0,106.721436699858,16.2706116642959,0,9,870482.425917458,87048.2425917458,0.09,0.01
"K Khejroliya","Batsman",0,0,106.721436699858,16.2706116642959,6,10.62,9930232.62222967,993023.262222967,0.99,0.1
"K Santokie","Batsman",0,0,106.721436699858,16.2706116642959,3,11.25,10538445.2440736,1053844.52440736,1.05,0.11
"Karim Janat","Batsman",0,0,106.721436699858,16.2706116642959,0,30,75800928.3425841,7580092.83425841,7.58,0.76
"LI Meriwala","Batsman",0,0,106.721436699858,16.2706116642959,1,10.67,7375803.8530806,737580.38530806,0.74,0.07
"M Pathirana","Bowler",0,0,106.721436699858,16.2706116642959,47,8.68,25417330.326752,2541733.0326752,2.54,0.25
"M Siddharth","Batsman",0,0,106.721436699858,16.2706116642959,3,8.62,1154298.92212912,115429.892212912,0.12,0.01
"MB Parmar","Batsman",0,0,106.721436699858,16.2706116642959,0,11,8006715.37036191,800671.537036191,0.8,0.08
"MG Neser","Batsman",0,0,106.721436699858,16.2706116642959,0,15.5,24063239.4953619,2406323.94953619,2.41,0.24
"MJ Henry","Batsman",0,0,106.721436699858,16.2706116642959,2,10.65,7851008.4421882,785100.84421882,0.79,0.08
"MP Yadav","Batsman",0,0,106.721436699858,16.2706116642959,9,9.17,6396164.49316357,639616.449316357,0.64,0.06
"Monu Kumar","Batsman",0,0,106.721436699858,16.2706116642959,0,10,4438598.89813968,443859.889813968,0.44,0.04
"N Burger","Batsman",0,0,106.721436699858,16.2706116642959,7,8.53,3019436.11383726,301943.611383726,0.3,0.03
"N Thushara","Batsman",0,0,106.721436699858,16.2706116642959,9,9.43,7323874.77594134,732387.477594134,0.73,0.07
"NA Saini","Batsman",0,0,106.721436699858,16.2706116642959,0,17,29415414.2036952,2941541.42036952,2.94,0.29
"NB Singh","Batsman",0,0,106.721436699858,16.2706116642959,1,3.75,2e+05,20000,0.02,0
"O Thomas","Batsman",0,0,106.721436699858,16.2706116642959,5,7.9,2e+05,20000,0.02,0
"P Amarnath","Batsman",0,0,106.721436699858,16.2706116642959,7,10.73,10869292.3527262,1086929.23527262,1.09,0.11
"P Prasanth","Batsman",0,0,106.721436699858,16.2706116642959,0,18,32983530.6759175,3298353.06759175,3.3,0.33
"P Suyal","Batsman",0,0,106.721436699858,16.2706116642959,2,9.44,3533587.51079931,353358.751079931,0.35,0.04
"PH Solanki","Batsman",0,0,106.721436699858,16.2706116642959,2,6.33,2e+05,20000,0.02,0
"R Goyal","Batsman",0,0,106.721436699858,16.2706116642959,0,8.25,2e+05,20000,0.02,0
"RA Shaikh","Batsman",0,0,106.721436699858,16.2706116642959,0,11,8006715.37036191,800671.537036191,0.8,0.08
"RR Bose","Batsman",0,0,106.721436699858,16.2706116642959,0,12,11574831.8425841,1157483.18425841,1.16,0.12
"RS Hangargekar","Batsman",0,0,106.721436699858,16.2706116642959,3,10,6078299.65379579,607829.965379579,0.61,0.06
"RW Price","Batsman",0,0,106.721436699858,16.2706116642959,0,11,8006715.37036191,800671.537036191,0.8,0.08
"S Joseph","Batsman",0,0,106.721436699858,16.2706116642959,0,11.75,10682802.7245286,1068280.27245286,1.07,0.11
"S Midhun","Batsman",0,0,106.721436699858,16.2706116642959,0,13.5,16927006.5509175,1692700.65509175,1.69,0.17
"S Sandeep Warrier","Batsman",0,0,106.721436699858,16.2706116642959,8,9.04,5385742.43322263,538574.243322263,0.54,0.05
"SC Kuggeleijn","Batsman",0,0,106.721436699858,16.2706116642959,2,8.88,1535442.28635487,153544.228635487,0.15,0.02
"SM Boland","Batsman",0,0,106.721436699858,16.2706116642959,2,7.71,2e+05,20000,0.02,0
"SS Agarwal","Batsman",0,0,106.721436699858,16.2706116642959,1,10.5,6769224.05280283,676922.405280283,0.68,0.07
"SS Mundhe","Batsman",0,0,106.721436699858,16.2706116642959,1,6,2e+05,20000,0.02,0
"SS Sarkar","Batsman",0,0,106.721436699858,16.2706116642959,1,8.16,2e+05,20000,0.02,0
"SSB Magala","Batsman",0,0,106.721436699858,16.2706116642959,1,8.5,2e+05,20000,0.02,0
"Suyash Sharma","Batsman",0,0,106.721436699858,16.2706116642959,18,8.75,9816657.84179856,981665.784179856,0.98,0.1
"TP Sudhindra","Batsman",0,0,106.721436699858,16.2706116642959,1,11.66,10908239.1605806,1090823.91605806,1.09,0.11
"Tejas Baroka","Batsman",0,0,106.721436699858,16.2706116642959,0,9.43,2404772.50897301,240477.250897301,0.24,0.02
"V Kaverappa","Batsman",0,0,106.721436699858,16.2706116642959,2,9,1963616.26302153,196361.626302153,0.2,0.02
"V Puthur","Batsman",0,0,106.721436699858,16.2706116642959,6,9.08,4435333.25500746,443533.325500746,0.44,0.04
"W O'Rourke","Batsman",0,0,106.721436699858,16.2706116642959,6,12.77,17601683.0375074,1760168.30375075,1.76,0.18
"Yash Thakur","Bowler",0,0,106.721436699858,16.2706116642959,25,10.43,19637061.9449961,1963706.19449961,1.96,0.2
"Zeeshan Ansari","Batsman",0,0,106.721436699858,16.2706116642959,6,9.84,7147101.77389634,714710.177389634,0.71,0.07
